1,name,affiliation,homepage,scholarid,name,,name
22489,Robert Dyer 0001,University of Nebraska,https://go.unl.edu/rdyer,-tLiAa8AAAAJ,Robert,Dyer,0001
22490,Robert E. Bodenheimer,Vanderbilt University,http://www.vuse.vanderbilt.edu/~bobbyb,hI4XguUAAAAJ,Robert,E.,Bodenheimer
22491,Robert E. Fields,Middlesex University,http://www.cs.mdx.ac.uk/people/bob-fields,DrLWtAYAAAAJ,Robert,E.,Fields
22492,Robert E. Hiromoto,University of Idaho,http://www.uidaho.edu/engr/departments/cs/our-people/faculty/robert-hiromoto,NOSCHOLARPAGE,Robert,E.,Hiromoto
22493,Robert E. Kinicki,Worcester Polytechnic Institute,http://www.cs.wpi.edu/~rek,NOSCHOLARPAGE,Robert,E.,Kinicki
22494,Robert E. Kraut,Carnegie Mellon University,http://kraut.hciresearch.org,HKGYvu4AAAAJ,Robert,E.,Kraut
22495,Robert E. Mahony,Australian National University,http://users.cecs.anu.edu.au/Robert.Mahony,GbLX3cIAAAAJ,Robert,E.,Mahony
22496,Robert E. Mercer,Western University,http://www.csd.uwo.ca/~mercer,HKJ_SkAAAAAJ,Robert,E.,Mercer
22497,Robert E. Tarjan,Princeton University,https://www.cs.princeton.edu/~ret,lazJixIAAAAJ,Robert,E.,Tarjan
22498,Robert E. Webber,Western University,http://www.csd.uwo.ca/~webber,A4nm80EAAAAJ,Robert,E.,Webber
22499,Robert Elsässer,University of Salzburg,https://algorithms.cosy.sbg.ac.at/group/robert-elsaesser.html,WIY8ymUAAAAJ,Robert,,Elsässer
22500,Robert Endre Tarjan,Princeton University,https://www.cs.princeton.edu/~ret,lazJixIAAAAJ,Robert,Endre,Tarjan
22501,Robert F. Kelly,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/RobertKelly,M6IXlpgAAAAJ,Robert,F.,Kelly
22502,Robert F. Murphy,Carnegie Mellon University,http://murphylab.web.cmu.edu,qQLlBH4AAAAJ,Robert,F.,Murphy
22503,Robert Feldt,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/robert-feldt.aspx,VemqkeEAAAAJ,Robert,,Feldt
22504,Robert G. Crawford,Queen’s University,http://research.cs.queensu.ca/home/rgc,EQ-mkaAAAAAJ,Robert,G.,Crawford
22505,Robert G. Maunder,University of Southampton,https://www.ecs.soton.ac.uk/people/rgm1y07,IpSIFzkAAAAJ,Robert,G.,Maunder
22506,Robert G. Merkel,Monash University,http://monash.edu/research/explore/en/persons/robert-merkel(60ae5e11-1b74-4e46-bd00-0194549d414d).html,n8wCPF4AAAAJ,Robert,G.,Merkel
22507,Robert G. Olsen,Washington State University,http://www.eecs.wsu.edu/~olsen,UO6K1TkAAAAJ,Robert,G.,Olsen
22508,Robert G. Reynolds,Wayne State University,http://ai.cs.wayne.edu/ai/member%20webs/Reynolds/index.htm,DGxl9iUAAAAJ,Robert,G.,Reynolds
22509,Robert G. Trenary,Western Michigan University,https://www.cs.wmich.edu/~trenary,NOSCHOLARPAGE,Robert,G.,Trenary
22510,Robert Ganian,TU Wien,https://www.ac.tuwien.ac.at/people/rganian,nNem5xIAAAAJ,Robert,,Ganian
22511,Robert Geist,Clemson University,https://people.cs.clemson.edu/~geist/homepage.html,Ui2NKZUAAAAJ,Robert,,Geist
22512,Robert Gene Reynolds,Wayne State University,http://ai.cs.wayne.edu/ai/member%20webs/Reynolds/index.htm,DGxl9iUAAAAJ,Robert,Gene,Reynolds
22513,Robert George Mercas,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/robert-mercas,HJ0ZXFIAAAAJ,Robert,George,Mercas
22514,Robert Glück,University of Copenhagen,http://www.diku.dk/~glueck,cGfKulEAAAAJ,Robert,,Glück
22515,Robert Granger,University of Surrey,https://www.surrey.ac.uk/people/robert-granger,7Bhcs94AAAAJ,Robert,,Granger
22516,Robert H. Deng,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9611/Robert-H-DENG,OPbZGPsAAAAJ,Robert,H.,Deng
22517,Robert H. Sloan,University of Illinois at Chicago,https://www.cs.uic.edu/Sloan,RiJSLsoAAAAJ,Robert,H.,Sloan
22518,Robert Harle,University of Cambridge,https://www.cl.cam.ac.uk/~rkh23,MUWnoZIAAAAJ,Robert,,Harle
22519,Robert Harper 0001,Carnegie Mellon University,http://www.cs.cmu.edu/~rwh,hbpHGtQAAAAJ,Robert,Harper,0001
22520,Robert Hirschfeld,Hasso Plattner Institute,https://hpi.de/en/research/research-groups/software-architecture,NOSCHOLARPAGE,Robert,,Hirschfeld
22521,Robert Hoehndorf,KAUST,https://www.kaust.edu.sa/en/study/faculty/robert-hoehndorf,4vVGk3kAAAAJ,Robert,,Hoehndorf
22522,Robert Holte,University of Alberta,https://webdocs.cs.ualberta.ca/~holte,CXPlI08AAAAJ,Robert,,Holte
22523,Robert Huijie Deng,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9611/Robert-H-DENG,OPbZGPsAAAAJ,Robert,Huijie,Deng
22524,Robert I. Davis 0001,University of York,https://www-users.cs.york.ac.uk/~robdavis,xjVBcr4AAAAJ,Robert,I. Davis,0001
22525,Robert I. Soare,University of Chicago,http://people.cs.uchicago.edu/~soare,NOSCHOLARPAGE,Robert,I.,Soare
22526,Robert Ian Davis,University of York,https://www-users.cs.york.ac.uk/~robdavis,xjVBcr4AAAAJ,Robert,Ian,Davis
22527,Robert Irving Soare,University of Chicago,http://people.cs.uchicago.edu/~soare,NOSCHOLARPAGE,Robert,Irving,Soare
22528,Robert J. Brunner,Univ. of Illinois at Urbana-Champaign,http://www.astro.illinois.edu/people/bigdog,tL8qoFQAAAAJ,Robert,J.,Brunner
22529,Robert J. Fornaro,North Carolina State University,https://www.csc.ncsu.edu/people/fornaro,NOSCHOLARPAGE,Robert,J.,Fornaro
22530,Robert J. Full,Univ. of California - Berkeley,https://ib.berkeley.edu/people/faculty/fullr,82eHqZYAAAAJ,Robert,J.,Full
22531,Robert J. Gaizauskas,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/rob-gaizauskas,HY8ATOgAAAAJ,Robert,J.,Gaizauskas
22532,Robert J. Hammell,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/rhammell.html,NOSCHOLARPAGE,Robert,J.,Hammell
22533,Robert J. Hammell II,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/rhammell.html,NOSCHOLARPAGE,Robert,J. Hammell,II
22534,Robert J. Hendley,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/hendley-bob.aspx,9KywR_cAAAAJ,Robert,J.,Hendley
22535,Robert J. Hilderman,University of Regina,http://www.cs.uregina.ca/People/Profiles/RobertHilderman.html,NOSCHOLARPAGE,Robert,J.,Hilderman
22536,Robert J. K. Jacob,Tufts University,http://www.cs.tufts.edu/~jacob,NOSCHOLARPAGE,Robert,J. K.,Jacob
22537,Robert J. Renka,University of North Texas,http://www.cse.unt.edu/~renka,XzNYtXMAAAAJ,Robert,J.,Renka
22538,Robert J. Stewart,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/robert-stewart.htm,ArZWHf4AAAAJ,Robert,J.,Stewart
22539,Robert J. Stewart 0001,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/robert-stewart.htm,ArZWHf4AAAAJ,Robert,J. Stewart,0001
22540,Robert J. Vanderbei,Princeton University,https://vanderbei.princeton.edu,3mXqzKcAAAAJ,Robert,J.,Vanderbei
22541,Robert J. Walker,University of Calgary,http://lsmr.org/walker,lvXu4XcAAAAJ,Robert,J.,Walker
22542,Robert J. Walls,Worcester Polytechnic Institute,http://rjwalls.github.io,7yHU8hMAAAAJ,Robert,J.,Walls
22543,Robert K. Harle,University of Cambridge,https://www.cl.cam.ac.uk/~rkh23,MUWnoZIAAAAJ,Robert,K.,Harle
22544,Robert Karam,University of South Florida,https://cse.usf.edu/~rkaram,8m6uKm0AAAAJ,Robert,,Karam
22545,Robert Kleinberg,Cornell University,http://www.cs.cornell.edu/~rdk,zkvW8FQAAAAJ,Robert,,Kleinberg
22546,Robert Kooima,Louisiana State University,http://csc.lsu.edu/~kooima,OcIwjtEAAAAJ,Robert,,Kooima
22547,Robert Kraut,Carnegie Mellon University,http://kraut.hciresearch.org,HKGYvu4AAAAJ,Robert,,Kraut
22548,Robert Krauthgamer,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=4211,M3yUD0cAAAAJ,Robert,,Krauthgamer
22549,Robert Krüger,New York University,https://kruegert.github.io,UHmEAooAAAAJ,Robert,,Krüger
22550,Robert L. Constable,Cornell University,http://www.cs.cornell.edu/home/rc,NOSCHOLARPAGE,Robert,L.,Constable
22551,Robert L. Graham,Univ. of California - San Diego,https://cseweb.ucsd.edu/~rgraham,qrPaF3QAAAAJ,Robert,L.,Graham
22552,Robert L. Pastel,Michigan Technological University,https://www.mtu.edu/cs/department/faculty-staff/faculty/pastel,NOSCHOLARPAGE,Robert,L.,Pastel
22553,Robert Laganière,University of Ottawa,http://www.site.uottawa.ca/~laganier,59ohye8AAAAJ,Robert,,Laganière
22554,Robert Lagerström,KTH Royal Institute of Technology,https://www.kth.se/profile/robertl,SazOHOQAAAAJ,Robert,,Lagerström
22555,Robert Legenstein,Graz University of Technology,https://www.tugraz.at/institute/igi/team/prof-legenstein,nyUoJk0AAAAJ,Robert,,Legenstein
22556,Robert Lindeman,University of Canterbury,http://www.canterbury.ac.nz/spark/Researcher.aspx?researcherid=4447467,50jH5EUAAAAJ,Robert,,Lindeman
22557,Robert Lorenz 0001,University of Augsburg,https://www.informatik.uni-augsburg.de/lehrstuehle/inf/mitarbeiter/lorenz,5otllo8AAAAJ,Robert,Lorenz,0001
22558,Robert M. Haralick,CUNY,http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Computer-Science/Faculty-Bios/Robert-M-Haralick,HMnF6i0AAAAJ,Robert,M.,Haralick
22559,Robert M. Hierons,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/rob-hierons,Bd0QYCEAAAAJ,Robert,M.,Hierons
22560,Robert M. Kirby,University of Utah,https://www.cs.utah.edu/~kirby,IATz8BMAAAAJ,Robert,M.,Kirby
22561,Robert M. Rioux,Washington State University,https://school.eecs.wsu.edu/people/faculty/robert-rioux,ALxkJQEAAAAJ,Robert,M.,Rioux
22562,Robert Martin Haralick,CUNY,http://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Computer-Science/Faculty-Bios/Robert-M-Haralick,HMnF6i0AAAAJ,Robert,Martin,Haralick
22563,Robert McCartney,University of Connecticut,http://www.cse.uconn.edu/people/faculty,UCqaj3gAAAAJ,Robert,,McCartney
22564,Robert Mercas,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/robert-mercas,HJ0ZXFIAAAAJ,Robert,,Mercas
22565,Robert Merkel,Monash University,http://monash.edu/research/explore/en/persons/robert-merkel(60ae5e11-1b74-4e46-bd00-0194549d414d).html,n8wCPF4AAAAJ,Robert,,Merkel
22566,Robert Michael Kirby,University of Utah,https://www.cs.utah.edu/~kirby,IATz8BMAAAAJ,Robert,Michael,Kirby
22567,Robert Michael Lewis,College of William and Mary,http://www.wm.edu/as/computerscience/faculty/lewis_rm.php,hdoSFx0AAAAJ,Robert,Michael,Lewis
22568,Robert Michael Young,University of Utah,https://faculty.utah.edu/u6006841-ROBERT_MICHAEL_YOUNG/research/index.hml,HLz6zx4AAAAJ,Robert,Michael,Young
22569,Robert Muller,Boston College,http://www.cs.bc.edu/~muller,NOSCHOLARPAGE,Robert,,Muller
22570,Robert Mullins,University of Cambridge,https://www.cl.cam.ac.uk/~rdm34,zjXO2HMAAAAJ,Robert,,Mullins
22571,Robert N. M. Watson,University of Cambridge,https://www.cl.cam.ac.uk/~rnw24,wAO9FfoAAAAJ,Robert,N. M.,Watson
22572,Robert Nicholas Maxwell Watson,University of Cambridge,https://www.cl.cam.ac.uk/~rnw24,wAO9FfoAAAAJ,Robert,Nicholas Maxwell,Watson
22573,Robert Nowak 0001,University of Wisconsin - Madison,http://nowak.ece.wisc.edu,fn13u8IAAAAJ,Robert,Nowak,0001
22574,Robert P. Burton,Brigham Young University,https://cs.byu.edu/faculty/rpburton,0NKgxEEAAAAJ,Robert,P.,Burton
22575,Robert P. Dick,University of Michigan,https://ece.engin.umich.edu/personnel/dick-robert,p2I_CecAAAAJ,Robert,P.,Dick
22576,Robert Pastel,Michigan Technological University,https://www.mtu.edu/cs/department/faculty-staff/faculty/pastel,NOSCHOLARPAGE,Robert,,Pastel
22577,Robert Patro,University of Maryland - College Park,https://www.cs.umd.edu/people/nomad,H36hOqEAAAAJ,Robert,,Patro
22578,Robert Platt 0001,Northeastern University,http://www.ccs.neu.edu/home/rplatt,Z4Y5S2oAAAAJ,Robert,Platt,0001
22579,Robert Platt Jr. 0001,Northeastern University,http://www.ccs.neu.edu/home/rplatt,Z4Y5S2oAAAAJ,Robert,Platt Jr.,0001
22580,Robert Pless,George Washington University,https://www.cs.seas.gwu.edu/robert-pless,uVBjUtAAAAAJ,Robert,,Pless
22581,Robert Powell,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=8278,24NxejMAAAAJ,Robert,,Powell
22582,Robert Procter,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/rob_procter,IH2TPkkAAAAJ,Robert,,Procter
22583,Robert R. Kessler,University of Utah,https://www.cs.utah.edu/~kessler,j9XJD8QAAAAJ,Robert,R.,Kessler
22584,Robert Rand 0001,University of Chicago,http://rand.cs.uchicago.edu,jYrnZVwAAAAJ,Robert,Rand,0001
22585,Robert Reed,Vanderbilt University,http://engineering.vanderbilt.edu/bio/robert-reed,oEQcOy8AAAAJ,Robert,,Reed
22586,Robert Rinker,University of Idaho,http://www.uidaho.edu/engr/departments/cs/our-people/faculty/robert-rinker,NOSCHOLARPAGE,Robert,,Rinker
22587,Robert Robere,McGill University,https://www.cs.mcgill.ca/~robere,ss6bWnwAAAAJ,Robert,,Robere
22588,Robert Rönngren,KTH Royal Institute of Technology,https://www.kth.se/profile/rron,NOSCHOLARPAGE,Robert,,Rönngren
22589,Robert S. Balog,Texas A&M at Qatar,http://energy.tamu.edu/faculty-experts/robert-s-balog,ARbJn1UAAAAJ,Robert,S.,Balog
22590,Robert S. Boyer,University of Texas at Austin,https://www.cs.utexas.edu/users/boyer,Z-49YFYAAAAJ,Robert,S.,Boyer
22591,Robert Sablatnig,TU Wien,https://cvl.tuwien.ac.at/staff/robert-sablatnig,iMlKiaEAAAAJ,Robert,,Sablatnig
22592,Robert Sabourin,ETS Montreal,https://www.etsmtl.ca/Unites-de-recherche/LIVIA,l33dD0wAAAAJ,Robert,,Sabourin
22593,Robert Seiringer,IST Austria,https://ist.ac.at/research/research-groups/seiringer-group,NOSCHOLARPAGE,Robert,,Seiringer
22594,Robert Shan,Chinese Academy of Sciences,http://vipl.ict.ac.cn/view_people.php?id=12,Vkzd7MIAAAAJ,Robert,,Shan
22595,Robert Sheehan,University of Auckland,https://www.cs.auckland.ac.nz/people/r-sheehan,h44VIt4AAAAJ,Robert,,Sheehan
22596,Robert Signorile,Boston College,http://www.cs.bc.edu/~signoril,NOSCHOLARPAGE,Robert,,Signorile
22597,Robert Simon,George Mason University,https://cs.gmu.edu/~simon,o-K8emEAAAAJ,Robert,,Simon
22598,Robert Soden,University of Toronto,http://robertsoden.io,1vePPCkAAAAJ,Robert,,Soden
22599,Robert Soulé,Yale University,https://cpsc.yale.edu/people/robert-soule,di_T0vwAAAAJ,Robert,,Soulé
22600,Robert St. Amant,North Carolina State University,http://www4.ncsu.edu/~stamant,5dOPwnoAAAAJ,Robert,St.,Amant
22601,Robert Stevens 0001,University of Manchester,https://www.research.manchester.ac.uk/portal/robert.stevens.html,P7ACZMQAAAAJ,Robert,Stevens,0001
22602,Robert Strzodka,Heidelberg University,https://www.physik.uni-heidelberg.de/personen/lsf.php?details=25474,NOSCHOLARPAGE,Robert,,Strzodka
22603,Robert Sámal,Charles University,https://iuuk.mff.cuni.cz/~samal,kSEwBlUAAAAJ,Robert,,Sámal
22604,Robert T. Collins,Pennsylvania State University,http://www.cse.psu.edu/~rtc12,2Bc3UN4AAAAJ,Robert,T.,Collins
22605,Robert T. Loftin,University of Sheffield,https://www.sheffield.ac.uk/cs/people/academic/robert-loftin,ttJ9AWAAAAAJ,Robert,T.,Loftin
22606,Robert Tappan Morris,Massachusetts Institute of Technology,https://pdos.csail.mit.edu/~rtm,NOSCHOLARPAGE,Robert,Tappan,Morris
22607,Robert Tyler Loftin,University of Sheffield,https://www.sheffield.ac.uk/cs/people/academic/robert-loftin,ttJ9AWAAAAAJ,Robert,Tyler,Loftin
22608,Robert V. Kenyon,University of Illinois at Chicago,https://www.cs.uic.edu/bin/view/Kenyon/WebHome,NOSCHOLARPAGE,Robert,V.,Kenyon
22609,Robert W. Amor,University of Auckland,https://www.cs.auckland.ac.nz/~trebor,WqqlB5oAAAAJ,Robert,W.,Amor
22610,Robert W. Doran,University of Auckland,https://www.cs.auckland.ac.nz/~bob,NwTYDFwAAAAJ,Robert,W.,Doran
22611,Robert W. Harrison,Georgia State University,https://grid.cs.gsu.edu/rharrison,px5AJoYAAAAJ,Robert,W.,Harrison
22612,Robert W. J. Simmonds,University of Cape Town,https://www.researchgate.net/profile/Rob_Simmonds,NOSCHOLARPAGE,Robert,W. J.,Simmonds
22613,Robert W. Lindeman,University of Canterbury,http://www.canterbury.ac.nz/spark/Researcher.aspx?researcherid=4447467,50jH5EUAAAAJ,Robert,W.,Lindeman
22614,Robert Weller,Vanderbilt University,http://engineering.vanderbilt.edu/bio/robert-weller,4fj1bHYAAAAJ,Robert,,Weller
22615,Robert West 0001,EPFL,https://people.epfl.ch/robert.west,ZiFn598AAAAJ,Robert,West,0001
22616,Robert Wille,TU Munich,https://www.cda.cit.tum.de/team/wille,dWkUqVsAAAAJ,Robert,,Wille
22617,Robert William Harper Jr.,Carnegie Mellon University,http://www.cs.cmu.edu/~rwh,hbpHGtQAAAAJ,Robert,William Harper,Jr.
22618,Robert Xiao,University of British Columbia,https://www.robertxiao.ca,uphhX0QAAAAJ,Robert,,Xiao
22619,Robert Zimmer,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/r-zimmer,NOSCHOLARPAGE,Robert,,Zimmer
22620,Robert van Engelen,Florida State University,https://www.asee.org/public/conferences/32/papers/9523/view,6qaOBTMAAAAJ,Robert,,van Engelen
22621,Robert van Liere,CWI,http://homepages.cwi.nl/~robertl,NOSCHOLARPAGE,Robert,,van Liere
22622,Roberta Gori,University of Pisa,http://www.di.unipi.it/~gori,NOSCHOLARPAGE,Roberta,,Gori
22623,Roberta Sinatra,IT University of Copenhagen,https://www.robertasinatra.com,PL8nGh4AAAAJ,Roberta,,Sinatra
22624,Roberto André Hexsel,UFPR,https://www.inf.ufpr.br/roberto,6SJwDZIAAAAJ,Roberto,André H,Hexsel
22625,Roberto Baldoni,Sapienza University of Rome,http://www.diag.uniroma1.it/users/roberto%20baldoni,82tR6VoAAAAJ,Roberto,,Baldoni
22626,Roberto Barbuti,University of Pisa,http://pages.di.unipi.it/barbuti,NOSCHOLARPAGE,Roberto,,Barbuti
22627,Roberto Battiti,University of Trento,https://rtm.science.unitn.it/~battiti,fO-wkZkAAAAJ,Roberto,,Battiti
22628,Roberto Beraldi,Sapienza University of Rome,http://www.diag.uniroma1.it/users/roberto%20beraldi,WaJQ4-wAAAAJ,Roberto,,Beraldi
22629,Roberto Bruni 0001,University of Pisa,http://www.di.unipi.it/~bruni,9foj2J0AAAAJ,Roberto,Bruni,0001
22630,Roberto Cabral de Mello Borges,UFRGS,https://www.inf.ufrgs.br/site/docente/roberto-cabral-de-mello-borges,NOSCHOLARPAGE,Roberto,Cabral de Mello,Borges
22631,Roberto Calandra,TU Dresden,https://www.robertocalandra.com,fA0rYxMAAAAJ,Roberto,,Calandra
22632,Roberto Capobianco,Sapienza University of Rome,http://robertocapobianco.com,6VJaD6EAAAAJ,Roberto,,Capobianco
22633,Roberto Confalonieri 0001,University of Padova,http://www.inf.unibz.it/~rconfalonieri,zZPB9jUAAAAJ,Roberto,Confalonieri,0001
22634,Roberto De Prisco,University of Salerno,http://www.di.unisa.it/~robdep,VsTTQSUAAAAJ,Roberto,,De Prisco
22635,Roberto Ferrero,University of Liverpool,https://liverpool.ac.uk/electrical-engineering-and-electronics/staff/roberto-ferrero,NOSCHOLARPAGE,Roberto,,Ferrero
22636,Roberto Giacobazzi,University of Arizona,https://www2.cs.arizona.edu/people/giacobazzi,8yjJnbgAAAAJ,Roberto,,Giacobazzi
22637,Roberto Grossi,University of Pisa,http://www.di.unipi.it/~grossi,IisGl48AAAAJ,Roberto,,Grossi
22638,Roberto Guanciale,KTH Royal Institute of Technology,http://www.csc.kth.se/~robertog,VZUWVp4AAAAJ,Roberto,,Guanciale
22639,Roberto Hirata Jr,USP,http://www.ime.usp.br/~hirata,Z6UgkRkAAAAJ,Roberto,Hirata,Jr
22640,Roberto Ierusalimschy,PUC-RIO,http://www.inf.puc-rio.br/~roberto,_pZgPlIAAAAJ,Roberto,,Ierusalimschy
22641,Roberto M. Cesar,USP,http://www.ime.usp.br/~cesar,NOSCHOLARPAGE,Roberto,M.,Cesar
22642,Roberto M. Cesar Jr.,USP,http://www.ime.usp.br/~cesar,NOSCHOLARPAGE,Roberto,M. Cesar,Jr.
22643,Roberto M. Negrini,Politecnico di Milano,http://www.deib.polimi.it/eng/people/details/474684,r8hwBOcAAAAJ,Roberto,M.,Negrini
22644,Roberto Manduchi,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~manduchi,7YDSuZEAAAAJ,Roberto,,Manduchi
22645,Roberto Marcondes Cesar Jr.,USP,http://www.ime.usp.br/~cesar,NOSCHOLARPAGE,Roberto,Marcondes Cesar,Jr.
22646,Roberto Marcondes Cesar Junior,USP,http://www.ime.usp.br/~cesar,NOSCHOLARPAGE,Roberto,Marcondes Cesar,Junior
22647,Roberto Martin Martin,University of Texas at Austin,https://robertomartinmartin.com,XOJE8OEAAAAJ,Roberto,Martin,Martin
22648,Roberto Martín-Martín,University of Texas at Austin,https://robertomartinmartin.com,XOJE8OEAAAAJ,Roberto,,Martín-Martín
22649,Roberto Navigli,Sapienza University of Rome,http://wwwusers.di.uniroma1.it/~navigli,BsgVJ-EAAAAJ,Roberto,,Navigli
22650,Roberto Palmieri,Lehigh University,http://www.cse.lehigh.edu/~palmieri,iipJ5hsAAAAJ,Roberto,,Palmieri
22651,Roberto Passerone,University of Trento,http://disi.unitn.it/~roby,ziBaxi0AAAAJ,Roberto,,Passerone
22652,Roberto Perdisci,University of Georgia,http://roberto.perdisci.com,M_soLLcAAAAJ,Roberto,,Perdisci
22653,Roberto Pereira,UFPR,https://web.inf.ufpr.br/rpereira,rZ52C8YAAAAJ,Roberto,,Pereira
22654,Roberto S. M. Barros,UFPE,http://www.cin.ufpe.br/~roberto,OnmLz-AAAAAJ,Roberto,S. M.,Barros
22655,Roberto S. M. de Barros,UFPE,https://www.cin.ufpe.br/~roberto,OnmLz-AAAAAJ,Roberto,S. M.,de Barros
22656,Roberto Sebastiani,University of Trento,http://disi.unitn.it/rseba,qmnmdYsAAAAJ,Roberto,,Sebastiani
22657,Roberto Solis-Oba,Western University,http://www.csd.uwo.ca/faculty/solis,NOSCHOLARPAGE,Roberto,,Solis-Oba
22658,Roberto Souto Maior de Barros,UFPE,http://www.cin.ufpe.br/~roberto,OnmLz-AAAAAJ,Roberto,Souto Maior,de Barros
22659,Roberto Tagliaferri,University of Salerno,http://www.unisa.it/docenti/robertotagliaferri/en/index,lwgZxjIAAAAJ,Roberto,,Tagliaferri
22660,Roberto Tamassia,Brown University,http://cs.brown.edu/~rt,eEYPTKUAAAAJ,Roberto,,Tamassia
22661,Roberto V. Zicari,Goethe University Frankfurt,http://www.bigdata.uni-frankfurt.de/people,NOSCHOLARPAGE,Roberto,V.,Zicari
22662,Roberto Yus,Univ. of Maryland - Baltimore County,https://robertoyus.com,x8h02QMAAAAJ,Roberto,,Yus
22663,Robi Malik,University of Waikato,http://www.cs.waikato.ac.nz/~robi,ZPixU7kAAAAJ,Robi,,Malik
22664,Robin Adams,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/robinad.aspx,JzC9b1cAAAAJ,Robin,,Adams
22665,Robin Bing-Yu Chen 0004,National Taiwan University,http://graphics.im.ntu.edu.tw/~robin,8UC5dY4AAAAJ,Robin,Bing-Yu Chen,0004
22666,Robin Bloomfield,City University of London,https://www.city.ac.uk/people/academics/robin-bloomfield,lV0tme4AAAAJ,Robin,,Bloomfield
22667,Robin Burke,University of Colorado Boulder,http://www.that-recsys-lab.net/home/people/burke,wRwI6d0AAAAJ,Robin,,Burke
22668,Robin C. Laney,Open University UK,http://stem.open.ac.uk/people/rcl46,10qds5IAAAAJ,Robin,C.,Laney
22669,Robin Cockett,University of Calgary,http://www.cpsc.ucalgary.ca/~robin,NOSCHOLARPAGE,Robin,,Cockett
22670,Robin Cohen,University of Waterloo,https://cs.uwaterloo.ca/~rcohen,7OnAKPIAAAAJ,Robin,,Cohen
22671,Robin D. Burke,University of Colorado Boulder,http://www.that-recsys-lab.net/home/people/burke,wRwI6d0AAAAJ,Robin,D.,Burke
22672,Robin D. Dowell,University of Colorado Boulder,http://dowell.colorado.edu,yVPoRI4AAAAJ,Robin,D.,Dowell
22673,Robin Dykstra,Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/RobinDykstra,NOSCHOLARPAGE,Robin,,Dykstra
22674,Robin E. Bloomfield,City University of London,https://www.city.ac.uk/people/academics/robin-bloomfield,lV0tme4AAAAJ,Robin,E.,Bloomfield
22675,Robin Gras,University of Windsor,http://www.uwindsor.ca/science/computerscience/1048/dr-robin-gras,98LyA1oAAAAJ,Robin,,Gras
22676,Robin Hillary Kravets,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/rhk,dACRUjgAAAAJ,Robin,Hillary,Kravets
22677,Robin Hirsch,University College London,http://www.cs.ucl.ac.uk/staff/robin_hirsch,NOSCHOLARPAGE,Robin,,Hirsch
22678,Robin Jia,University of Southern California,https://robinjia.github.io,ajZ-_O0AAAAJ,Robin,,Jia
22679,Robin Kravets,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/rhk,dACRUjgAAAAJ,Robin,,Kravets
22680,Robin R. Murphy,Texas A&M University,http://faculty.cs.tamu.edu/murphy,SIcRijoAAAAJ,Robin,R.,Murphy
22681,Robin Roberson Murphy,Texas A&M University,http://faculty.cs.tamu.edu/murphy,SIcRijoAAAAJ,Robin,Roberson,Murphy
22682,Robin Strand,Uppsala University,http://user.it.uu.se/~rostr275/index.html,uyklfiYAAAAJ,Robin,,Strand
22683,Robin W. Dawes,Queen’s University,http://www.cs.queensu.ca/home/dawes,NOSCHOLARPAGE,Robin,W.,Dawes
22684,Robin Walters 0001,Northeastern University,https://www.khoury.northeastern.edu/people/robin-walters,fnprJmUAAAAJ,Robin,Walters,0001
22685,Robin Welsch,Aalto University,https://www.aalto.fi/en/people/robin-welsch,EYAMLKYAAAAJ,Robin,,Welsch
22686,Robson E. De Grande,Brock University,http://www.cosc.brocku.ca/~rdegrande,L7cdSB0AAAAJ,Robson,E.,De Grande
22687,Robson Eduardo De Grande,Brock University,http://www.cosc.brocku.ca/~rdegrande,L7cdSB0AAAAJ,Robson,Eduardo,De Grande
22688,Robson N. Fidalgo,UFPE,https://www.cin.ufpe.br/~rdnf,0-wmNIMAAAAJ,Robson,N.,Fidalgo
