1,name,affiliation,homepage,scholarid,name,,name
12335,Jianping Zeng 0002,Fudan University,http://homepage.fudan.edu.cn/zengjp,A-I4mjgAAAAJ,Jianping,Zeng,0002
12336,Jianqiang Li 0001,Shenzhen University,http://csse.szu.edu.cn/staff/lijq,-oVMPBwAAAAJ,Jianqiang,Li,0001
12337,Jianqin Yin,BUPT,https://teacher.bupt.edu.cn/yinjianqin/en/index.htm,NOSCHOLARPAGE,Jianqin,,Yin
12338,Jianqing Fan,Princeton University,https://fan.princeton.edu,TaF4L4EAAAAJ,Jianqing,,Fan
12339,Jianqing Liu,North Carolina State University,https://jianqing-liu.github.io,3iOL6ZkAAAAJ,Jianqing,,Liu
12340,Jianshe Wu,Xidian University,https://web.xidian.edu.cn/jshwu,y2GUW9UAAAAJ,Jianshe,,Wu
12341,Jiansheng Huang,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/doctor_jiansheng_huang,5q-FekoAAAAJ,Jiansheng,,Huang
12342,Jiantao Jiao,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~jiantao,aO8KpGcAAAAJ,Jiantao,,Jiao
12343,Jiantao Zhou 0001,University of Macau,https://www.fst.um.edu.mo/people/jtzhou,mcROAxAAAAAJ,Jiantao,Zhou,0001
12344,Jianting Zhang,CUNY,http://www-cs.ccny.cuny.edu/~jzhang,UKjJKUIAAAAJ,Jianting,,Zhang
12345,Jianwei Huang 0001,CUHK (SZ),https://jianwei.cuhk.edu.cn,QQq52JcAAAAJ,Jianwei,Huang,0001
12346,Jianwei Jiang 0002,Shanghai Jiao Tong University,http://www.se.sjtu.edu.cn/teacher/teacherdetail.aspx?id=12,NOSCHOLARPAGE,Jianwei,Jiang,0002
12347,Jianwei Lu,Tongji University,https://sse.tongji.edu.cn/Data/View/2849,NOSCHOLARPAGE,Jianwei,,Lu
12348,Jianwei Niu 0001,University of Texas at San Antonio,http://www.cs.utsa.edu/~niu,WURkybsAAAAJ,Jianwei,Niu,0001
12349,Jianwei Niu 0002,Beihang University,http://scse.buaa.edu.cn/info/1078/2664.htm,NOSCHOLARPAGE,Jianwei,Niu,0002
12350,Jianwei Yin,Zhejiang University,http://mypage.zju.edu.cn/0001038,0s1A5fwAAAAJ,Jianwei,,Yin
12351,Jianwei Zhang 0001,University of Hamburg,https://tams.informatik.uni-hamburg.de/people/zhang,NOSCHOLARPAGE,Jianwei,Zhang,0001
12352,Jianwei Zhuge,Tsinghua University,http://netsec.ccert.edu.cn/zhugejw,ndC7PCQAAAAJ,Jianwei,,Zhuge
12353,Jianwen Li,East China Normal University,https://faculty.ecnu.edu.cn/_s43/ljw2/main.psp,kpv4RzgAAAAJ,Jianwen,,Li
12354,Jianwen Su,Univ. of California - Santa Barbara,http://www.cs.ucsb.edu/~su,JpC9bmEAAAAJ,Jianwen,,Su
12355,Jianxi Fan,Soochow University,https://www.x-mol.com/university/faculty/188543,NOSCHOLARPAGE,Jianxi,,Fan
12356,Jianxia Xue,University of Mississippi,https://www.cs.olemiss.edu/people/xue_jianxia,NOSCHOLARPAGE,Jianxia,,Xue
12357,Jianxin Li 0002,Beihang University,http://act.buaa.edu.cn/lijx,EY2lqD0AAAAJ,Jianxin,Li,0002
12358,Jianxin Liao,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_159,NOSCHOLARPAGE,Jianxin,,Liao
12359,Jianxin Lin,Hunan University,http://csee.hnu.edu.cn/people/linjianxin,ztdMYPcAAAAJ,Jianxin,,Lin
12360,Jianxin Wang 0001,Central South University,https://faculty.csu.edu.cn/wangjianxin1/zh_CN/index.htm,7pgY2F0AAAAJ,Jianxin,Wang,0001
12361,Jianxin Wu 0001,Nanjing University,http://cs.nju.edu.cn/wujx,0JRtCV4AAAAJ,Jianxin,Wu,0001
12362,Jianyang Zeng 0001,Tsinghua University,http://iiis.tsinghua.edu.cn/zh/zengjy,NOSCHOLARPAGE,Jianyang,Zeng,0001
12363,Jianye Hao,Tianjin University,http://www.icdai.org/jianye.html,FCJVUYgAAAAJ,Jianye,,Hao
12364,Jianye Yang,Hunan University,http://csee.hnu.edu.cn/people/yangjianye,NOSCHOLARPAGE,Jianye,,Yang
12365,Jianying Zhou 0001,SUTD,http://jianying.space,T-Uf3dYAAAAJ,Jianying,Zhou,0001
12366,Jianyong Wang 0001,Tsinghua University,http://dbgroup.cs.tsinghua.edu.cn/wangjy,VfBaiG8AAAAJ,Jianyong,Wang,0001
12367,Jianyun Nie,University of Montreal,http://rali.iro.umontreal.ca/nie/jian-yun-nie-en,W7uYg0UAAAAJ,Jianyun,,Nie
12368,Jianzhong Li 0001,Harbin Institute of Technology,http://homepage.hit.edu.cn/jianzhongli,RLFOrxsAAAAJ,Jianzhong,Li,0001
12369,Jianzhong Qi 0001,University of Melbourne,http://people.eng.unimelb.edu.au/jianzhongq,mxS6eHYAAAAJ,Jianzhong,Qi,0001
12370,Jianzhu Ma,Tsinghua University,https://majianzhu.com,AATzYuAAAAAJ,Jianzhu,,Ma
12371,Jiaole Wang,Harbin Institute of Technology,http://faculty.hitsz.edu.cn/jlwang,utAk8ZMAAAAJ,Jiaole,,Wang
12372,Jiaoyan Chen 0001,University of Manchester,https://chenjiaoyan.github.io,5Cy4z8wAAAAJ,Jiaoyan,Chen,0001
12373,Jiapeng Zhang,University of Southern California,https://sites.google.com/site/jiapeng0708,9eQOP14AAAAJ,Jiapeng,,Zhang
12374,Jiaping Gui,Shanghai Jiao Tong University,https://infosec.sjtu.edu.cn/DirectoryDetail.aspx?id=173,PCHAczoAAAAJ,Jiaping,,Gui
12375,Jiaqi Liu 0001,Central South University,https://faculty.csu.edu.cn/liujiaqi/zh_CN/index.htm,NOSCHOLARPAGE,Jiaqi,Liu,0001
12376,Jiaqing Luo,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/1904.htm,NOSCHOLARPAGE,Jiaqing,,Luo
12377,Jiasi Chen,University of Michigan,https://jiasi.engin.umich.edu,3FC3-T0AAAAJ,Jiasi,,Chen
12378,Jiasi Shen 0001,HKUST,http://shenjiasi.com,pyLCHy0AAAAJ,Jiasi,Shen,0001
12379,Jiawei Han 0001,Univ. of Illinois at Urbana-Champaign,http://hanj.cs.illinois.edu,Kv9AbjMAAAAJ,Jiawei,Han,0001
12380,Jiawei Huang 0001,Central South University,https://faculty.csu.edu.cn/jiaweihuang/zh_CN/index.htm,BSeLydkAAAAJ,Jiawei,Huang,0001
12381,Jiawei Jiang,Wuhan University,http://bluesjjw.github.io,G_Hg-j0AAAAJ,Jiawei,,Jiang
12382,Jiawei Yuan,University of Massachusetts Dartmouth,https://www.umassd.edu/directory/jyuan,lF3Q2osAAAAJ,Jiawei,,Yuan
12383,Jiawei Zhang 0001,Univ. of California - Davis,http://jiaweizhang.net,7AkZSJsAAAAJ,Jiawei,Zhang,0001
12384,Jiawei Zhang 0006,New York University,https://sites.google.com/nyu.edu/jiawei-zhang,zK4uegoAAAAJ,Jiawei,Zhang,0006
12385,Jiaxiang Liu 0001,Shenzhen University,https://csse.szu.edu.cn/pages/user/index?id=1031,V0a_TRoAAAAJ,Jiaxiang Liu 0001,,Jiaxiang Liu 0001
12386,Jiaxin Ding,Shanghai Jiao Tong University,https://jhc.sjtu.edu.cn/~jiaxinding,bF_VBEAAAAAJ,Jiaxin,,Ding
12387,Jiaxin Huang 0001,Washington University in St. Louis,https://engineering.wustl.edu/faculty/Jiaxin-Huang.html,0Ttkrj0AAAAJ,Jiaxin,Huang,0001
12388,Jiaxin Mao,Renmin University of China,https://sites.google.com/site/maojiaxin,DDXcKKcAAAAJ,Jiaxin,,Mao
12389,Jiaxin Zhu,Chinese Academy of Sciences,http://www.tcse.cn/~zhujiaxin,2NTaUWsAAAAJ,Jiaxin,,Zhu
12390,Jiaxing Song,Tsinghua University,http://www.cs.tsinghua.edu.cn/publish/csen/4623/2010/20101224171300777933176/20101224171300777933176_.html,NOSCHOLARPAGE,Jiaxing,,Song
12391,Jiaya Jia,HKUST,https://cse.hkust.edu.hk/admin/people/faculty/profile/jia,XPAkzTEAAAAJ,Jiaya,,Jia
12392,Jiayi Ma 0001,Wuhan University,http://eis.whu.edu.cn/ryDetail.shtml?rsh=00030884,73trMQkAAAAJ,Jiayi,Ma,0001
12393,Jiayi Meng,University of Texas at Arlington,https://ranger.uta.edu/~jmeng,IlZs8_oAAAAJ,Jiayi,,Meng
12394,Jiaying Liu 0001,Peking University,http://www.icst.pku.edu.cn/struct/people/liujiaying.html,NOSCHOLARPAGE,Jiaying,Liu,0001
12395,Jiayu Xu,Oregon State University,https://sites.google.com/view/jiayux,c6prlkcAAAAJ,Jiayu,,Xu
12396,Jiayu Zhou,Michigan State University,http://0xmachine.com,yQKlLTQAAAAJ,Jiayu,,Zhou
12397,Jiayuan He 0002,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/h/he-dr-estrid,Lwso-psAAAAJ,Jiayuan,He,0002
12398,Jiazhi Xia,Central South University,https://faculty.csu.edu.cn/xiajiazhi/zh_CN/index.htm,Sbeiir0AAAAJ,Jiazhi,,Xia
12399,Jichen Zhu,IT University of Copenhagen,https://pure.itu.dk/portal/da/persons/jichen-zhu,t5AZ2-AAAAAJ,Jichen,,Zhu
12400,Jicheng Hu,Wuhan University,http://cs.whu.edu.cn/teacherinfo.aspx?id=219,NOSCHOLARPAGE,Jicheng,,Hu
12401,Jicong Fan 0001,CUHK (SZ),https://jicongfan.github.io,vdJsnhIAAAAJ,Jicong,Fan,0001
12402,Jidong Xiao,Boise State University,http://cs.boisestate.edu/~jxiao,PYvcetMAAAAJ,Jidong,,Xiao
12403,Jidong Zhai,Tsinghua University,http://pacman.cs.tsinghua.edu.cn/~zjd,NOSCHOLARPAGE,Jidong,,Zhai
12404,Jie (Jayne) Wu,University of Tennessee,http://www.eecs.utk.edu/people/faculty/jwu10,oXoWM_QAAAAJ,Jie,(Jayne),Wu
12405,Jie Cao 0010,University of Oklahoma,https://mlciv.com,McBrjX4AAAAJ,Jie,Cao,0010
12406,Jie Chen 0026,Hong Kong Baptist University,http://www.comp.hkbu.edu.hk/~chenjie,qrWi1RYAAAAJ,Jie,Chen,0026
12407,Jie Chen 0027,Shenzhen University,https://arikcj.github.io,709V_rcAAAAJ,Jie,Chen,0027
12408,Jie Gao 0001,Rutgers University,https://sites.rutgers.edu/jie-gao,P1CMmgEAAAAJ,Jie,Gao,0001
12409,Jie Gu 0001,Northwestern University,http://users.eecs.northwestern.edu/~jgu,HP-yzF0AAAAJ,Jie,Gu,0001
12410,Jie Hao,BUPT,https://scss.bupt.edu.cn/info/1063/3808.htm,z26c40QAAAAJ,Jie,,Hao
12411,Jie Jiang 0011,SUSTech,http://cse.sustech.edu.cn/faculty/~jiangj,RTWu4e0AAAAJ,Jie,Jiang,0011
12412,Jie Li 0001,Xidian University,https://web.xidian.edu.cn/leejie,k1YohAwAAAAJ,Jie,Li,0001
12413,Jie Li 0002,Shanghai Jiao Tong University,https://www.cs.sjtu.edu.cn/~lijie,Krl5HRcAAAAJ,Jie,Li,0002
12414,Jie Lin,Xidian University,https://web.xidian.edu.cn/jlin,sWyUeTAAAAAJ,Jie,,Lin
12415,Jie Lu 0001,University of Technology Sydney,https://www.uts.edu.au/staff/jie.lu,KKo7jCMAAAAJ,Jie,Lu,0001
12416,Jie Lu 0007,ShanghaiTech University,http://faculty.sist.shanghaitech.edu.cn/faculty/lujie,ShCBK4oAAAAJ,Jie,Lu,0007
12417,Jie M. Zhang,King's College London,https://sites.google.com/view/jie-zhang,rPWRqf8AAAAJ,Jie,M.,Zhang
12418,Jie Ren,College of William and Mary,https://www.wm.edu/as/computerscience/people/ren_jie.php,3PjCzH4AAAAJ,Jie,,Ren
12419,Jie Shao 0001,UESTC,http://cfm.uestc.edu.cn/~shaojie,ikbw5okAAAAJ,Jie,Shao,0001
12420,Jie Shen 0005,Stevens Institute of Technology,https://sites.google.com/site/jieshensjtu,Em5N8u0AAAAJ,Jie,Shen,0005
12421,Jie Shen 0013,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/2058.htm,NOSCHOLARPAGE,Jie,Shen,0013
12422,Jie Tang 0001,Tsinghua University,http://keg.cs.tsinghua.edu.cn/jietang,n1zDCkQAAAAJ,Jie,Tang,0001
12423,Jie Wang 0002,University of Massachusetts Lowell,http://www.cs.uml.edu/~wang,5tvHmuMAAAAJ,Jie,Wang,0002
12424,Jie Wei,CUNY,https://www.ccny.cuny.edu/profiles/jie-wei,VOuKF7sAAAAJ,Jie,,Wei
12425,Jie Wen 0001,Harbin Institute of Technology,https://faculty.hitsz.edu.cn/wenjie,bsTnbo4AAAAJ,Jie,Wen,0001
12426,Jie Wu 0001,Temple University,https://cis.temple.edu/~wu,BVlfmXMAAAAJ,Jie,Wu,0001
12427,Jie Wu 0003,Fudan University,http://www.cs.fudan.edu.cn/en/?page_id=2258,NOSCHOLARPAGE,Jie,Wu,0003
12428,Jie Wu 0013,University of Tennessee,http://www.eecs.utk.edu/people/faculty/jwu10,oXoWM_QAAAAJ,Jie,Wu,0013
12429,Jie Xu 0002,CUHK (SZ),https://myweb.cuhk.edu.cn/xujie,HPUG2jwAAAAJ,Jie,Xu,0002
12430,Jie Xu 0007,University of Leeds,https://eps.leeds.ac.uk/computing/staff/331/professor-jie-xu,_KsRPiAAAAAJ,Jie,Xu,0007
12431,Jie Yang 0003,Florida State University,http://www.cs.fsu.edu/~jieyang,2futSMoAAAAJ,Jie,Yang,0003
12432,Jie Yang 0028,TU Delft,https://www.wis.ewi.tudelft.nl/yang,DAlsOOEAAAAJ,Jie,Yang,0028
12433,Jie Ying Wu,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=jieying-wu,Wrq_fDEAAAAJ,Jie,Ying,Wu
12434,Jie Zhang 0002,Nanyang Technological University,https://www3.ntu.edu.sg/home/zhangj,R4OuQ2YAAAAJ,Jie,Zhang,0002
12435,Jie Zhang 0008,University of Southampton,https://www.ecs.soton.ac.uk/people/jz5c16,LfPixcYAAAAJ,Jie,Zhang,0008
12436,Jie Zhang 0048,Peking University,https://cs.pku.edu.cn/info/1177/3080.htm,I5Zv078AAAAJ,Jie,Zhang,0048
12437,Jie Zhang 0050,King's College London,https://sites.google.com/view/jie-zhang,rPWRqf8AAAAJ,Jie,Zhang,0050
12438,Jie Zhao 0002,Hunan University,https://yaozhujia.github.io,9EIFPO4AAAAJ,Jie,Zhao,0002
12439,Jie Zhao 0003,Harbin Institute of Technology,http://homepage.hit.edu.cn/zhaojie,NOSCHOLARPAGE,Jie,Zhao,0003
12440,Jie Zheng 0002,ShanghaiTech University,https://shanghaitechzhengjielab.github.io/Zhenglab.github.io/index.htm,evC66XkAAAAJ,Jie,Zheng,0002
12441,Jie Zhou 0022,George Washington University,https://jiezhoucs.github.io,H4ZhjZAAAAAJ,Jie,Zhou,0022
12442,Jiebo Luo,University of Rochester,http://www.cs.rochester.edu/u/jluo,CcbnBvgAAAAJ,Jiebo,,Luo
12443,Jieh Hsiang,National Taiwan University,http://www.digital.ntu.edu.tw/hsiang,Rxg0ObMAAAAJ,Jieh,,Hsiang
12444,Jiehua Chen 0001,TU Wien,https://www.ac.tuwien.ac.at/jchen,guvQn0EAAAAJ,Jiehua,Chen,0001
12445,Jieqiong Zhao,Augusta University,https://jieqiongzhao.github.io,7WgUoKMAAAAJ,Jieqiong,,Zhao
12446,Jieru Zhao,Shanghai Jiao Tong University,https://zjru.github.io,c0rOJFwAAAAJ,Jieru,,Zhao
12447,Jieung Kim,Yonsei University,https://jieung.kim,HbBHX4IAAAAJ,Jieung,,Kim
12448,Jieyan Liu,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/2108.htm,NOSCHOLARPAGE,Jieyan,,Liu
12449,Jieyang Chen,University of Alabama - Birmingham,https://jieyangchen7.github.io,8kSmgzYAAAAJ,Jieyang,,Chen
12450,Jieyu Zhao,University of Southern California,https://jyzhao.net,9VaGBCQAAAAJ,Jieyu,,Zhao
12451,Jifeng Xuan,Wuhan University,http://jifeng-xuan.com,G3xi5UkAAAAJ,Jifeng,,Xuan
12452,Jignesh M. Patel,Carnegie Mellon University,https://jigneshpatel.org,tOjfnFMAAAAJ,Jignesh,M.,Patel
12453,Jih-Kwon Peir,University of Florida,https://www.cise.ufl.edu/people/faculty/peir,NOSCHOLARPAGE,Jih-Kwon,,Peir
12454,Jihad Al Ja'am,Qatar University,http://qspace.qu.edu.qa/handle/10576/61/discover?field=author&filtertype=author&filter_relational_operator=equals&filter=Jaam%2C+Jihad+Mohamad,NOSCHOLARPAGE,Jihad,,Al Ja'am
12455,Jihad M. Alja'am,Qatar University,http://qspace.qu.edu.qa/handle/10576/61/discover?field=author&filtertype=author&filter_relational_operator=equals&filter=Jaam%2C+Jihad+Mohamad,NOSCHOLARPAGE,Jihad,M.,Alja'am
12456,Jihad Mohamad Al Ja'am,Qatar University,http://qspace.qu.edu.qa/handle/10576/61/discover?field=author&filtertype=author&filter_relational_operator=equals&filter=Jaam%2C+Jihad+Mohamad,NOSCHOLARPAGE,Jihad,Mohamad,Al Ja'am
12457,Jihad Mohamad Al'Jaam,Qatar University,http://qspace.qu.edu.qa/handle/10576/61/discover?field=author&filtertype=author&filter_relational_operator=equals&filter=Jaam%2C+Jihad+Mohamad,NOSCHOLARPAGE,Jihad,Mohamad,Al'Jaam
12458,Jihad Mohamad Jaam,Qatar University,http://qspace.qu.edu.qa/handle/10576/61/discover?field=author&filtertype=author&filter_relational_operator=equals&filter=Jaam%2C+Jihad+Mohamad,NOSCHOLARPAGE,Jihad,Mohamad,Jaam
12459,Jihong Kim 0001,Seoul National University,http://cares.snu.ac.kr,E9A5Rv8AAAAJ,Jihong,Kim,0001
12460,Jihong Yan,Harbin Institute of Technology,http://homepage.hit.edu.cn/yanjihong,NOSCHOLARPAGE,Jihong,,Yan
12461,Jihong Zhu 0001,Tsinghua University,http://www.cs.tsinghua.edu.cn/publish/csen/4923/2014/20140108153546275916040/20140108153546275916040_.html,NOSCHOLARPAGE,Jihong,Zhu,0001
12462,Jihua Zhu,Xi'an Jiaotong University,http://zhujh.gr.xjtu.edu.cn,JcN97sQAAAAJ,Jihua,,Zhu
12463,Jihun Ham,Tulane University,http://www.cs.tulane.edu/~jhamm3,DdRsMKsAAAAJ,Jihun,,Ham
12464,Jihun Hamm,Tulane University,http://www.cs.tulane.edu/~jhamm3,DdRsMKsAAAAJ,Jihun,,Hamm
12465,Jijun Tang,University of South Carolina,https://cse.sc.edu/~jtang,tpkq0ScAAAAJ,Jijun,,Tang
12466,Jiliang Tang,Michigan State University,http://www.cse.msu.edu/~tangjili,WtzKMWAAAAAJ,Jiliang,,Tang
12467,Jiliang Wang,Tsinghua University,http://tns.thss.tsinghua.edu.cn/~jiliang,akREQHQAAAAJ,Jiliang,,Wang
12468,Jiliang Zhang 0002,Hunan University,http://hardwaresecurity.cn,wSGt-ccAAAAJ,Jiliang,Zhang,0002
12469,Jilin Hu,Aalborg University,https://homes.cs.aau.dk/~hujilin,6eSvRMkAAAAJ,Jilin,,Hu
12470,Jill Dolata,OHSU,http://www.ohsu.edu/xd/health/services/providers/?personid=1686,ztH3uNEAAAAJ,Jill,,Dolata
12471,Jilles Vreeken,CISPA Helmholtz Center,http://people.mmci.uni-saarland.de/~jilles,p5HEQfIAAAAJ,Jilles,,Vreeken
12472,Jillian Aurisano,University of Cincinnati,https://researchdirectory.uc.edu/p/aurisajm,siaXmI8AAAAJ,Jillian,,Aurisano
12473,Jim Alves-Foss,University of Idaho,http://www.uidaho.edu/engr/departments/cs/our-people/faculty/jim-alves-foss,dOaERUAAAAAJ,Jim,,Alves-Foss
12474,Jim Austin,University of York,https://www-users.cs.york.ac.uk/~austin,xpZL8d8AAAAJ,Jim,,Austin
12475,Jim Basilakis,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/doctor_jim_basilakis,DH5hRWUAAAAJ,Jim,,Basilakis
12476,Jim Bezdek,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/22301-jim-bezdek,kXy4LAMAAAAJ,Jim,,Bezdek
12477,Jim Buffenbarger,Boise State University,http://cs.boisestate.edu/~buff,fY5q3E0AAAAJ,Jim,,Buffenbarger
12478,Jim Canning,University of Massachusetts Lowell,https://www.uml.edu/Honors/People/canning-james.aspx,1V__UcAAAAAJ,Jim,,Canning
12479,Jim Carter,University of Saskatchewan,http://artsandscience.usask.ca/profile/JCarter,v_YyMagAAAAJ,Jim,,Carter
12480,Jim Davies,University of Oxford,http://www.cs.ox.ac.uk/jim.davies,b8iAzGAAAAAJ,Jim,,Davies
12481,Jim Davis,Ohio State University,http://web.cse.ohio-state.edu/~jwdavis,Jd6nw80AAAAJ,Jim,,Davis
12482,Jim Demmel,Univ. of California - Berkeley,https://www.cs.berkeley.edu/~demmel,NOSCHOLARPAGE,Jim,,Demmel
12483,Jim Dowling,KTH Royal Institute of Technology,https://www.kth.se/profile/jdowling,MnSM1RMAAAAJ,Jim,,Dowling
12484,Jim Foley 0001,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Jim.Foley/foley.html,GmcChLIAAAAJ,Jim,Foley,0001
12485,Jim Greer,University of Saskatchewan,https://teaching.usask.ca/about/staff/jim-greer.php,gQg14r8AAAAJ,Jim,,Greer
12486,Jim Griffioen,University of Kentucky,http://protocols.netlab.uky.edu/~griff,NOSCHOLARPAGE,Jim,,Griffioen
12487,Jim Hendler,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~hendler,JNPbTdIAAAAJ,Jim,,Hendler
12488,Jim Herbsleb,Carnegie Mellon University,http://herbsleb.org,NOSCHOLARPAGE,Jim,,Herbsleb
12489,Jim Hollan,Univ. of California - San Diego,http://hci.ucsd.edu/hollan,LOFYnLkAAAAJ,Jim,,Hollan
12490,Jim Ji,Texas A&M at Qatar,https://www.qatar.tamu.edu/programs/ecen/faculty-and-staff/duplicate-of-dr.-luc-vechot,i_OEg60AAAAJ,Jim,,Ji
12491,Jim Laird,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/james_laird,_Gi9Hl4AAAAJ,Jim,,Laird
12492,Jim Lathrop,Iowa State University,https://www.cs.iastate.edu/people/jim-lathrop,NOSCHOLARPAGE,Jim,,Lathrop
12493,Jim Leone,Rochester Institute of Technology,http://www.ist.rit.edu/~leone,ivIz4JYAAAAJ,Jim,,Leone
12494,Jim Little 0001,University of British Columbia,http://www.cs.ubc.ca/~little,a0za4V8AAAAJ,Jim,Little,0001
12495,Jim Martin,Clemson University,https://people.cs.clemson.edu/~jmarty,66VE-3MAAAAJ,Jim,,Martin
12496,Jim Martin 0001,Clemson University,https://people.cs.clemson.edu/~jmarty,66VE-3MAAAAJ,Jim,Martin,0001
12497,Jim McCann,Carnegie Mellon University,http://www.cs.cmu.edu/~jmccann,NOSCHOLARPAGE,Jim,,McCann
12498,Jim Purtilo,University of Maryland - College Park,https://seam.cs.umd.edu/purtilo,5-O2lzIAAAAJ,Jim,,Purtilo
12499,Jim R. Davies,University of Oxford,http://www.cs.ox.ac.uk/jim.davies,w_UPj9YAAAAJ,Jim,R.,Davies
12500,Jim Rehg,Univ. of Illinois at Urbana-Champaign,http://rehg.org,8kA3eDwAAAAJ,Jim,,Rehg
12501,Jim Waldo,Harvard University,https://www.seas.harvard.edu/directory/waldo,A6y_bqkAAAAJ,Jim,,Waldo
12502,Jim Warren 0001,University of Auckland,https://www.cs.auckland.ac.nz/~jim,67P38dMAAAAJ,Jim,Warren,0001
12503,Jim Whitehead,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/ejw,_2UkAYEAAAAJ,Jim,,Whitehead
12504,Jim Woodcock,University of York,https://www-users.cs.york.ac.uk/~jim,bO-FeTIAAAAJ,Jim,,Woodcock
12505,Jim Woodcock 0001,University of York,https://www-users.cs.york.ac.uk/~jim,bO-FeTIAAAAJ,Jim,Woodcock,0001
12506,Jim X. Chen,George Mason University,https://cs.gmu.edu/~jchen,929ovoAAAAAJ,Jim,X.,Chen
12507,Jimeng Sun 0001,Univ. of Illinois at Urbana-Champaign,http://sunlab.org,9jmmp5sAAAAJ,Jimeng,Sun,0001
12508,Jiming Liu 0001,Hong Kong Baptist University,http://www.comp.hkbu.edu.hk/~jiming,Il6ArO0AAAAJ,Jiming,Liu,0001
12509,Jimmy Ba,University of Toronto,https://jimmylba.github.io,ymzxRhAAAAAJ,Jimmy,,Ba
12510,Jimmy H. M. Lee,Chinese University of Hong Kong,https://www.cse.cuhk.edu.hk/~jlee,3IV-UTsAAAAJ,Jimmy,H. M.,Lee
12511,Jimmy Ho-Man Lee,Chinese University of Hong Kong,https://www.cse.cuhk.edu.hk/~jlee,3IV-UTsAAAAJ,Jimmy,Ho-Man,Lee
12512,Jimmy J. Lin,University of Waterloo,https://cs.uwaterloo.ca/~jimmylin,0EWw1z8AAAAJ,Jimmy,J.,Lin
12513,Jimmy Jiang Liu,SUSTech,https://faculty.sustech.edu.cn/liuj,NOSCHOLARPAGE,Jimmy,Jiang,Liu
12514,Jimmy Lin,University of Waterloo,https://cs.uwaterloo.ca/~jimmylin,0EWw1z8AAAAJ,Jimmy,,Lin
12515,Jimson Mathew,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1502-dr-jimson-mathew.html,NOSCHOLARPAGE,Jimson,,Mathew
12516,Jin Chen 0004,University of Kentucky,https://www.engr.uky.edu/directory/chen-jin,DoBBtIkAAAAJ,Jin,Chen,0004
12517,Jin Cheng,Fudan University,http://homepage.fudan.edu.cn/chengjin,NOSCHOLARPAGE,Jin,,Cheng
12518,Jin Huang 0001,Zhejiang University,http://www.cad.zju.edu.cn/home/hj/index.xml,KLgK108AAAAJ,Jin,Huang,0001
12519,Jin Huang 0002,Tsinghua University,http://www.thss.tsinghua.edu.cn/publish/soften/3131/2017/20170413095136757222879/20170413095136757222879_.html,NOSCHOLARPAGE,Jin,Huang,0002
12520,Jin Huang 0009,Chinese Academy of Sciences,http://www.jin-huang.net/homepage,NOSCHOLARPAGE,Jin,Huang,0009
12521,Jin Liu 0012,Central South University,https://faculty.csu.edu.cn/liujin1/zh_CN/index.htm,yfS3HzYAAAAJ,Jin,Liu,0012
12522,Jin Liu 0016,Wuhan University,https://cs.whu.edu.cn/info/1019/2952.htm,NOSCHOLARPAGE,Jin,Liu,0016
12523,Jin Lu 0001,University of Georgia,https://jinlucs.github.io,FK_W-KIAAAAJ,Jin,Lu,0001
12524,Jin Ryong Kim,University of Texas at Dallas,https://www.jessekim.com,Evm4Sq0AAAAJ,Jin,Ryong,Kim
12525,Jin Song Dong,National University of Singapore,https://www.comp.nus.edu.sg/~dongjs,tuLa1AsAAAAJ,Jin,Song,Dong
12526,Jin Sun 0007,University of Georgia,https://jinsungit.github.io,Gw10rFEAAAAJ,Jin,Sun,0007
12527,Jin Tian 0001,MBZUAI,https://mbzuai.ac.ae/study/faculty/jin-tian,T0crkfoAAAAJ,Jin,Tian,0001
12528,Jin Wang 0009,Soochow University,http://web.suda.edu.cn/wjin1985/index.html,6LP9SLMAAAAJ,Jin,Wang,0009
12529,Jin Xu 0002,Peking University,http://eecs.pku.edu.cn/EN/People/Faculty/Detail/?ID=6062,NOSCHOLARPAGE,Jin,Xu,0002
12530,Jin Zhang 0001,SUSTech,https://faculty.sustech.edu.cn/zhangj4,JXTz1iYAAAAJ,Jin,Zhang,0001
12531,Jin Zhao 0001,Fudan University,http://www.cs.fudan.edu.cn/?page_id=2033,NOSCHOLARPAGE,Jin,Zhao,0001
12532,Jin-Hee Cho,Virginia Tech,http://people.cs.vt.edu/~jicho,wToVkEUAAAAJ,Jin-Hee,,Cho
